IDENTIFICADOR_EMPRESA,EMPRESA,FECHA,ANIO,TRIMESTRE,HORA,COD_DANE,DEPARTAMENTO,MUNICIPIO,CENTRO_POBLADO,UBICACION,SEXO,EDAD,TIPO_IDENTIFICACION,VINCULADO_EMPRESA,TIPO_VINCULACION,GRADO_ESCOLARIDAD,TIEMPO_VINCULACION,SECCION_EMPRESA,TIPO_LESION,ORIGEN_ACCIDENTE,CAUSA_ACCIDENTE,MEDIDAS
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,05/02/2014,2014,2,10:13,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Violación de distancias de seguridad,Contacto Indirecto,NA
536.0,CELSIA COLOMBIA S.A. E.S.P.,07/19/2018,2018,3,17:40,76520022,VALLE DEL CAUCA,PALMIRA,MATAPALO,ZONA RURAL DISPERSA,M,29,C.C.,N,NO APLICA,BACHILLER TÉCNICO,11111,Operación - Transmisión,Quemaduras,Otra,Tensión Contacto,CONEXION A LA RED DE LOS EQUIPOS UNA VEZ SE ENCUENTREN DEBIDAMENTE INSTALADOS
536.0,CELSIA COLOMBIA S.A. E.S.P.,02/22/2016,2016,1,11:30,76377004,VALLE DEL CAUCA,LA CUMBRE,PAVAS,ZONA RURAL DISPERSA,M,31,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Quemaduras,Desatención de normas técnicas,Contacto Indirecto,La casa se construyo por debajo de la red primaria desde la losa a la red esta a 2 con 80 M hace 5 meses para lo cual se envio comunicado a Planeacion Muncipal del Municipio de La Cumbre haciendo referencia sobre el Reglamento Tecnico de Instalaciones elctricas
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,01/25/2013,2013,1,17:20,86568000,PUTUMAYO,PUERTO ASIS,PUERTO ASIS,SECTOR URBANO,M,34,C.C.,S,CONTRATISTA,TECNÓLOGO,10,Labores de Comercialización,Otra,Otra,Otra,39
600.0,ELECTRIFICADORA DEL META S.A. E.S.P.,06/18/2019,2019,2,01:00,50001000,META,VILLAVICENCIO,VILLAVICENCIO,ZONA RURAL DISPERSA,M,1,N.N.,N,NO APLICA,TÉCNICO,11111,,Muerte,Impericia en operación,Contacto Directo,CARTILLA DEL USUARIO
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,03/31/2012,2012,1,10:27,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,37,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Violación de áreas restringidas,Contacto Indirecto,NO REQUIERE
23442.0,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,09/02/2016,2016,3,18:40,86001000,PUTUMAYO,MOCOA,MOCOA,ZONA RURAL DISPERSA,M,42,C.C.,S,CONTRATISTA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Violación de distancias de seguridad,Contacto Directo,Solicitar evidencia de charlas preoperacionales Solicitar mejorar competencias en liderazgo y trabajo en equipo Solicitar plan de reinduccion de manuales y procedimientos de CEO Incluir en procedimiento interno diligenciar formato de inspecciOn del trabajo a ejecutar Actualizar divulgar formato de inspeccion del trabajo en terreno incluyendo verificacion con SGD y riesgos asociados a la actividad
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,12/06/2017,2017,4,18:46,76892000,VALLE DEL CAUCA,YUMBO,YUMBO,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Violación de distancias de seguridad,Contacto Indirecto,NA
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,07/30/2011,2011,3,11:00,05664000,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,SAN PEDRO DE LOS MILAGROS,ZONA RURAL DISPERSA,M,34,C.C.,S,PLANTA,BACHILLER,101,Otro - Distribución,Otra,Desatención de normas técnicas,Contacto Directo,APLICAR LAS REGLAS DE ORO
2073.0,EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,07/13/2010,2010,3,11:55,66001000,RISARALDA,PEREIRA,PEREIRA,SECTOR URBANO,M,63,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,2
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,08/08/2013,2013,3,16:00,05425000,ANTIOQUIA,MACEO,MACEO,ZONA RURAL DISPERSA,M,24,C.C.,N,NO APLICA,OTRO,11111,Operación - Distribución,Quemaduras,Accidentes externos,Contacto Directo,educacion al usuario para no manipular las redes de energia
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,09/15/2012,2012,3,15:00,86320000,PUTUMAYO,ORITO,ORITO,ZONA RURAL DISPERSA,M,28,C.C.,S,PLANTA,TECNÓLOGO,15,Otro - Distribución,Otra,Otra,Otra,39
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,09/07/2012,2012,3,14:40,86569001,PUTUMAYO,PUERTO CAICEDO,SAN PEDRO,ZONA RURAL DISPERSA,M,25,C.C.,S,PLANTA,TECNÓLOGO,16,Otro - Comercialización,Otra,Otra,Otra,39
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,07/22/2017,2017,3,09:00,68418000,SANTANDER,LOS SANTOS,LOS SANTOS,ZONA RURAL DISPERSA,M,16,T.I.,N,NO APLICA,OTRO,11111,Otro - Distribución,Quemaduras,Accidentes externos,Contacto Directo,inspeccion en sitio
595.0,EMPRESA DE ENERGIA DE CUNDINAMARCA S.A. ESP,02/02/2012,2012,1,17:00,25269000,CUNDINAMARCA,FACATATIVA,FACATATIVA,CENTRO POBLADO,M,42,C.C.,S,CONTRATISTA,BÁSICA PRIMARIA,87,Otro - Comercialización,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,GUARDAR DISTANCIAS DE SEGURIDAD Y APLICAR REGLAS DE ORO.
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/08/2014,2014,3,10:49,47001000,MAGDALENA,SANTA MARTA,SANTA MARTA,SECTOR URBANO,F,5,OTRO,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Accidentes externos,Contacto Directo,La brigada retiro la acometida telefonica y al medir nuevamente el voltaje en la retenida fue de cero voltios
600.0,ELECTRIFICADORA DEL META S.A. E.S.P.,01/30/2014,2014,1,09:45,50313000,META,GRANADA,GRANADA,SECTOR URBANO,M,32,C.C.,S,CONTRATISTA,TÉCNICO,2,Mantenimiento - Distribución,Quemaduras,Apertura o cierre de seccionadores,Arcod Eléctricos,CAPACITACION PREVENCION RIESGO ELECTRICO SOCIALIZACION ATS PROCEDIMIENTOS SEGUROS DE TRABAJO Y RESOLUCION 1348 DE 2009
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/17/2013,2013,2,07:45,20013000,CESAR,AGUSTIN CODAZZI,AGUSTIN CODAZZI,SECTOR URBANO,F,6,OTRO,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Quemaduras,Otra,Contacto Indirecto,Se programo retiro de retenida de baja tension para el dia 23 mayo del anno 2013 la cual ya no esta realizando el trabajo para lo que fue instalada
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/17/2017,2017,4,15:48,44078000,LA GUAJIRA,BARRANCAS,BARRANCAS,SECTOR URBANO,M,50,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Impericia en operación,Contacto Directo,Se le informo al municipio propietario de dichas redes sobre la no manipulacion por parte de particulares
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,12/19/2010,2010,4,11:13,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,43,C.C.,S,PLANTA,TÉCNICO,243,Mantenimiento - Distribución,Quemaduras,Fallas de mantenimiento,Arcod Eléctricos,Salud Ocupacional
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/14/2015,2015,4,08:00,44847000,LA GUAJIRA,URIBIA,URIBIA,ZONA RURAL DISPERSA,M,47,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Desatención de normas técnicas,Contacto Indirecto,Se le informo a la comunidad sobre la no manipulacion de las redes electricas sin autorizacion
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,07/26/2012,2012,3,11:45,86320000,PUTUMAYO,ORITO,ORITO,ZONA RURAL DISPERSA,M,34,C.C.,S,PLANTA,TECNÓLOGO,158,Operación - Distribución,Otra,Otra,Otra,39
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,06/13/2013,2013,2,15:21,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Accidentes externos,Contacto Indirecto,NA
30111.0,CONELCA  S.A.S.  E.S.P.,06/30/2016,2016,2,09:00,47245000,MAGDALENA,EL BANCO,EL BANCO,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Transmisión,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
2247.0,TRANSELCA S.A. E.S.P.,04/02/2013,2013,2,18:30,47001000,MAGDALENA,SANTA MARTA,SANTA MARTA,SECTOR URBANO,M,37,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Transmisión,Otra,Falta conductor puesta a tierra,Electricidad Estática,Instalacion puestas a tierra en las torrecilla y refuerzo medidas de seguridad
1014.0,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,03/17/2015,2015,1,07:55,41001000,HUILA,NEIVA,NEIVA,SECTOR URBANO,M,35,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Distribución,Quemaduras,Cortocircuito,Contacto Indirecto,Sensibilizacion a la comunidad  frente a peligros de la corriente
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,11/28/2017,2017,4,16:00,68190002,SANTANDER,CIMITARRA,PUERTO ARAUJO,SECTOR URBANO,M,20,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Accidentes externos,Contacto Directo,inspeccion en sitio
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,11/13/2013,2013,4,20:00,05495000,ANTIOQUIA,NECHI,NECHI,ZONA RURAL DISPERSA,M,51,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Desatención de normas técnicas,Contacto Directo,intervension y legalizacion de las redes  para mitigar la condicion de riesgo en la minipulacion de particulares
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,01/10/2020,2020,1,10:55,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,ZONA RURAL DISPERSA,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Violación de distancias de seguridad,Contacto Indirecto,NA
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,07/05/2017,2017,3,07:20,05234000,ANTIOQUIA,DABEIBA,DABEIBA,ZONA RURAL DISPERSA,F,10,T.I.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Quemaduras,Fallas de aislamiento,Contacto Indirecto,se realizaron los trabajos correctivos en redes eliminando el riesgo
2073.0,EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,11/02/2011,2011,4,18:00,66170000,RISARALDA,DOSQUEBRADAS,DOSQUEBRADAS,SECTOR URBANO,F,39,C.C.,N,NO APLICA,BACHILLER,11111,,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,GUARDAR DISTANCIAS DE SEGURIDAD MEDIANTE EL RETIRO DE LA RED
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,12/14/2013,2013,4,13:30,68001000,SANTANDER,BUCARAMANGA,BUCARAMANGA,SECTOR URBANO,M,23,C.C.,N,NO APLICA,BACHILLER,11111,Otro - Distribución,Otra,Violación de distancias de seguridad,Contacto Directo,NINGUNA
2073.0,EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,10/29/2015,2015,4,13:30,66001000,RISARALDA,PEREIRA,PEREIRA,SECTOR URBANO,M,40,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Distribución,Muerte,Violación de distancias de seguridad,Contacto Indirecto,ENTREGA DE CARTILLAS DE SEGURIDAD A LOS USUARIOS
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,06/04/2014,2014,2,00:00,05861000,ANTIOQUIA,VENECIA,VENECIA,ZONA RURAL DISPERSA,M,99,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Malos contactos,Contacto Directo,Se recomienda al usuario adecuar la instalacion interna
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/09/2012,2012,4,16:30,70001000,SUCRE,SINCELEJO,SINCELEJO,CENTRO POBLADO,M,60,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Desatención de normas técnicas,Contacto Directo,Se procedio a informar a los  habitantes de esa edificacion cual son las distancias minimas para trabajsr cercas de la lineas energizadas segUn RETIE
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/19/2014,2014,2,09:00,20178000,CESAR,CHIRIGUANA,CHIRIGUANA,SECTOR URBANO,F,1,OTRO,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Traumatismos,Union y separación constante de materiales aislantes,Contacto Indirecto,Como medida tamada  se desconecto los cables de la red de baja tension quedando la lampara apagada y desconectada
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,09/30/2011,2011,3,10:00,05490000,ANTIOQUIA,NECOCLI,NECOCLI,ZONA RURAL DISPERSA,M,99,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Quemaduras,Violación de áreas restringidas,Contacto Directo,CONOCER  LOS RIESGOS ELECTRICOS  QUE SE GENERAN AL MANIPULAR LAS  REDES SIN  LAS  DEVIDAS PRECAUCIONES
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,11/29/2011,2011,4,18:00,05266000,ANTIOQUIA,ENVIGADO,ENVIGADO,SECTOR URBANO,M,25,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Distribución,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,Campana  de radio y television sobre uso seguro de la energia
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/05/2011,2011,2,14:54,44378000,LA GUAJIRA,HATONUEVO,HATONUEVO,SECTOR URBANO,M,4,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Fallas de aislamiento,Contacto Directo,SE AISLï¿¿ RETENIDA SECUNDARIA.
1014.0,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,10/04/2016,2016,4,13:00,41791000,HUILA,TARQUI,TARQUI,SECTOR URBANO,M,40,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Distribución,Muerte,Apertura interruptores con carga,Contacto Indirecto,Sensibilizacion a la comunidad  frente a peligros de la corriente
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,03/30/2015,2015,1,17:10,68051000,SANTANDER,ARATOCA,ARATOCA,SECTOR URBANO,M,24,OTRO,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Violación de distancias de seguridad,Contacto Indirecto,2
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,07/08/2015,2015,3,17:59,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,10,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Violación de distancias de seguridad,Contacto Indirecto,NA
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/29/2016,2016,4,07:40,44090001,LA GUAJIRA,DIBULLA,LA PUNTA DE LOS REMEDIOS,ZONA RURAL DISPERSA,M,1,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Otra,Impericia en operación,Contacto Directo,NINGUNA
23442.0,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,12/18/2017,2017,4,17:12,19001000,CAUCA,POPAYAN,POPAYAN,SECTOR URBANO,M,25,C.C.,S,CONTRATISTA,TÉCNICO,6,Operación - Distribución,Quemaduras,Violación de distancias de seguridad,CortoCircuito,Socializacion de la investigacion del accidente al interior del area - Realizacion de capacitacion sobre distancias de seguridad  y  Exceso de confianza
1846.0,EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P.,03/22/2012,2012,1,09:20,86749000,PUTUMAYO,SIBUNDOY,SIBUNDOY,ZONA RURAL DISPERSA,M,49,C.C.,S,PLANTA,TÉCNICO,168,Operación - Distribución,Otra,Desatención de normas técnicas,Otra,correctivas y disciplinarias
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,05/27/2015,2015,2,18:27,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Violación de distancias de seguridad,Contacto Directo,NA
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/27/2013,2013,1,14:00,84330000,,,,SECTOR URBANO,M,12,T.I.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Quemaduras,Fallas de mantenimiento,Contacto Indirecto,Se Picaron tramos de linea y puentes primarios Dejando el sector fuera de peligro
523.0,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,01/07/2012,2012,1,14:50,00063001,,,,SECTOR URBANO,F,34,C.C.,N,NO APLICA,OTRO,11111,,Otra,Violación de distancias de seguridad,Tensión de Paso,educacion a la ciudadania referente a los riesgos de trabajar cerca de lineas de energia.
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,03/11/2011,2011,1,16:40,05154000,ANTIOQUIA,CAUCASIA,CAUCASIA,SECTOR URBANO,M,32,C.C.,S,CONTRATISTA,BACHILLER,3,Labores de Comercialización,Quemaduras,Cortocircuito,CortoCircuito,Capacitacion en reglas de oro
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,02/22/2015,2015,1,19:00,47707000,MAGDALENA,SANTA ANA,SANTA ANA,CENTRO POBLADO,F,11,T.I.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Apertura o cierre de seccionadores,Contacto Directo,CAMBIAR PARARRAYO EN MALS ESTADO Y EL SISTEMA DE PUESTA ATIERRA DEL TRANSFORMADOR DONDE SE PRODUJO LA FALLA
604.0,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,07/25/2014,2014,3,11:30,54001000,NORTE DE SANTANDER,CUCUTA,CUCUTA,SECTOR URBANO,M,42,C.C.,S,CONTRATISTA,TÉCNICO,12,Mantenimiento - Distribución,Quemaduras,Fallas a tierra,Contacto Indirecto,Campana de prevencion de riesgo electrico
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/28/2013,2013,3,19:45,47001027,MAGDALENA,SANTA MARTA,MARKETALIA (PALOMINITO),CENTRO POBLADO,M,5,OTRO,N,NO APLICA,OTRO,11111,Otro - Comercialización,Quemaduras,Otra,Contacto Directo,No habia reporte la bol llego al sitio y encontro retenida del poste de emp de Telecomunicacion Movistar energizada por lampara de Alumbrado Publico se aislo la lampara y la retenida se desenergizo
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/12/2012,2012,2,07:20,47001027,MAGDALENA,SANTA MARTA,MARKETALIA (PALOMINITO),SECTOR URBANO,M,28,C.C.,N,NO APLICA,TÉCNICO SENA,11111,Otro - Distribución,Muerte,Otra,Arcod Eléctricos,Se suspendiï¿¿ todo tipo de trabajo para este  vehï¿¿culo Canasta Placa T9008 hasta que cumpla  con las pruebas requeridas. .
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,01/21/2014,2014,1,10:31,47245018,MAGDALENA,EL BANCO,GUACAMAYAL,ZONA RURAL DISPERSA,M,1,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Electrólisis,Fallas de mantenimiento,Contacto Indirecto,Se realizo el cambio de las barbachas y se coloco fusibles de 5 amperios en el arranque del ramal se dialogo con los finqueros para que no dejen manipular los seccionamientos de este ramal Se procedio
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/08/2014,2014,2,09:20,70001000,SUCRE,SINCELEJO,SINCELEJO,SECTOR URBANO,F,27,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Electrólisis,Fallas de aislamiento,Contacto Directo,se le solicito el cambio de los cable que estaban en malas condiciones
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/22/2012,2012,1,15:30,47001010,MAGDALENA,SANTA MARTA,TAGANGA,CENTRO POBLADO,M,34,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Violación de distancias de seguridad,Otra,Se socializo con la comunidad con el objetivo de prevenir el uso no autorizado de la energï¿¿a. Envï¿¿o de volantes informadole a los clientes sobre la forma segura de usar la energia.
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,12/23/2010,2010,4,14:55,05585000,ANTIOQUIA,PUERTO NARE,PUERTO NARE,ZONA RURAL DISPERSA,M,20,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Quemaduras,Violación de distancias de seguridad,Contacto Directo,36
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,05/02/2013,2013,2,15:15,05088000,ANTIOQUIA,BELLO,BELLO,SECTOR URBANO,M,51,C.C.,S,CONTRATISTA,TÉCNICO,48,Otro - Distribución,Quemaduras,Desatención de normas técnicas,Contacto Directo,Capacitacion en seguridad electrica y uso de elementos de proteccion
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/02/2017,2017,3,08:30,44001000,LA GUAJIRA,RIOHACHA,RIOHACHA,CENTRO POBLADO,M,17,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Quemaduras,Impericia en operación,Contacto Directo,La brigada de Mtto enviada al sitio no encontro ninguna persona afectada
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/30/2013,2013,2,13:58,44001000,LA GUAJIRA,RIOHACHA,RIOHACHA,ZONA RURAL DISPERSA,M,34,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Violación de distancias de seguridad,Contacto Indirecto,Se abrio la linea a 345 Kv LN 560 para q personal d Cable Guajira Terceros retiraran materiales dejados en el sitio se les informo sobre  violacion de distancias de seguridad a las redes energizadas
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/16/2017,2017,1,11:00,20228000,CESAR,CURUMANI,CURUMANI,SECTOR URBANO,F,10,T.I.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Derivadas,Unión y separación constante de gases con presencia de un aislante,Contacto Indirecto,Se cambio la retenida y se coloco un asialdor tensor para evitar estos accidentes
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/11/2017,2017,4,11:00,20400000,CESAR,LA JAGUA DE IBIRICO,LA JAGUA DE IBIRICO,CENTRO POBLADO,F,26,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Otra,Contacto Indirecto,No aplica evento ocurrio por redes internas de la vivienda
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,10/31/2011,2011,4,19:59,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,25,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Distribución,Quemaduras,Violación de áreas restringidas,Contacto Directo,no requiere
595.0,EMPRESA DE ENERGIA DE CUNDINAMARCA S.A. ESP,10/18/2011,2011,4,14:40,25269000,CUNDINAMARCA,FACATATIVA,FACATATIVA,CENTRO POBLADO,M,33,C.C.,S,CONTRATISTA,BACHILLER,8,Mantenimiento - Distribución,Quemaduras,Desatención de normas técnicas,Contacto Directo,GUARDAR DISTANCIAS DE SEGURIDAD Y APLICAR REGLAS DE ORO.
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/24/2015,2015,4,16:30,20060000,CESAR,BOSCONIA,BOSCONIA,SECTOR URBANO,F,1,OTRO,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Unión y separación constante de gases con presencia de un aislante,Contacto Indirecto,Desconexion de la acometidaalambres en mal eastado de la red de baja tension de distribucion del sector
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/02/2019,2019,3,17:00,47001000,MAGDALENA,SANTA MARTA,SANTA MARTA,SECTOR URBANO,M,2,OTRO,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Otra,Fallas de aislamiento,Contacto Directo,Se retiro la acometida que estaba energizando la retenida
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/14/2012,2012,3,13:00,70708000,SUCRE,SAN MARCOS,SAN MARCOS,ZONA RURAL DISPERSA,M,45,C.C.,S,CONTRATISTA,BACHILLER,18,Mantenimiento - Distribución,Quemaduras,Desatención de normas técnicas,Contacto Indirecto,Estan en estudio
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/30/2014,2014,4,18:30,44378000,LA GUAJIRA,HATONUEVO,HATONUEVO,ZONA RURAL DISPERSA,M,38,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Otra,Contacto Directo,SE REPARO UNA LINEA PRIMARIA QUE SE ENCONTRO ROTA
2103.0,CODENSA S.A. ESP,12/06/2015,2015,4,10:15,25885000,CUNDINAMARCA,YACOPI,YACOPI,CENTRO POBLADO,M,37,C.C.,N,NO APLICA,TÉCNICO,11111,Mantenimiento - Distribución,Muerte,Otra,Contacto Directo,Capacitacion y revision de procesos y procedimientos
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,09/15/2015,2015,3,09:50,05088000,ANTIOQUIA,BELLO,BELLO,SECTOR URBANO,M,31,C.C.,S,PLANTA,TECNÓLOGO,23,Mantenimiento - Distribución,Quemaduras,Cortocircuito,Arcod Eléctricos,socializar con todo el personal el accidente
604.0,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,10/05/2012,2012,4,13:55,54498000,NORTE DE SANTANDER,OCANA,OCANA,SECTOR URBANO,M,18,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,,Quemaduras,Accidentes externos,Contacto Directo,Socializar sobre la importancia de que en los permisos de construccion se manejen las distancias de seguridad al tendido electrico
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,04/24/2013,2013,2,11:45,05649000,ANTIOQUIA,SAN CARLOS,SAN CARLOS,ZONA RURAL DISPERSA,M,52,C.C.,S,CONTRATISTA,BÁSICA PRIMARIA,60,Mantenimiento - Distribución,Muerte,Desatención de normas técnicas,Contacto Directo,Capacitacion en riesgos electricos
